MoveS,MovePGN,Player,TimeUsed,Time,Evaluation,HRDelta,TPM,Board,Game,DeltaPos,maxi,mini
Be3,['f4e3'],b,379.0,909,-0.67,10.0,10.199999999999989,8/1R6/1p6/8/2P4P/1K2b3/P4rk1/8 w - - 1 52,Game0529-5,0.019999999999999907,2,-5
h5,['h4h5'],w,533.4,913,-0.76,16.0,3.6000000000000227,8/1R6/1p6/7P/2P5/1K2b3/P4rk1/8 b - - 0 52,Game0529-5,0.08999999999999997,5,0
Rf6,['f2f6'],b,390.2,924,-0.63,14.0,11.199999999999989,8/1R6/1p3r2/7P/2P5/1K2b3/P5k1/8 w - - 1 53,Game0529-5,0.13,2,-1
Rg7+,['b7g7'],w,541.1,932,-1.1,10.0,7.7000000000000455,8/6R1/1p3r2/7P/2P5/1K2b3/P5k1/8 b - - 2 53,Game0529-5,0.4700000000000001,3,0
Kh3,['g2h3'],b,395.7,937,-0.01,9.0,5.5,8/6R1/1p3r2/7P/2P5/1K2b2k/P7/8 w - - 3 54,Game0529-5,1.09,1,0
Rg6,['g7g6'],w,543.3,939,0.0,8.0,2.199999999999932,8/8/1p3rR1/7P/2P5/1K2b2k/P7/8 b - - 4 54,Game0529-5,0.01,2,-1
Rf3,['f6f3'],b,403.8,948,0.0,7.0,8.100000000000023,8/8/1p4R1/7P/2P5/1K2br1k/P7/8 w - - 5 55,Game0529-5,0.0,0,-3
Kb4,['b3b4'],w,549.8,954,-0.05,8.0,6.5,8/8/1p4R1/7P/1KP5/4br1k/P7/8 b - - 6 55,Game0529-5,0.05,0,-4
Bc5+,['e3c5'],b,412.4,963,0.2,10.0,8.599999999999966,8/8/1p4R1/2b4P/1KP5/5r1k/P7/8 w - - 7 56,Game0529-5,0.25,2,0
Kb5,['b4b5'],w,557.4,970,0.4,5.0,7.600000000000023,8/8/1p4R1/1Kb4P/2P5/5r1k/P7/8 b - - 8 56,Game0529-5,0.2,3,0
Rf5,['f3f5'],b,430.8,989,0.26,13.0,18.400000000000034,8/8/1p4R1/1Kb2r1P/2P5/7k/P7/8 w - - 9 57,Game0529-5,0.14,2,-8
h6,['h5h6'],w,576.9,1008,0.35,21.0,19.5,8/8/1p4RP/1Kb2r2/2P5/7k/P7/8 b - - 0 57,Game0529-5,0.08999999999999997,5,0
Be3+,['c5e3'],b,445.9,1023,0.57,17.0,15.099999999999966,8/8/1p4RP/1K3r2/2P5/4b2k/P7/8 w - - 1 58,Game0529-5,0.21999999999999997,0,-3
Ka4,['b5a4'],w,579.6,1026,-0.04,13.0,2.7000000000000455,8/8/1p4RP/5r2/K1P5/4b2k/P7/8 b - - 2 58,Game0529-5,0.61,2,0
Ra5+,['f5a5'],b,449.2,1029,0.0,20.0,3.3000000000000114,8/8/1p4RP/r7/K1P5/4b2k/P7/8 w - - 3 59,Game0529-5,0.04,9,0
Kb3,['a4b3'],w,581.2,1031,-0.11,12.0,1.6000000000000227,8/8/1p4RP/r7/2P5/1K2b2k/P7/8 b - - 4 59,Game0529-5,0.11,5,0
Bd4,['e3d4'],b,462.3,1044,0.46,10.0,13.100000000000023,8/8/1p4RP/r7/2Pb4/1K5k/P7/8 w - - 5 60,Game0529-5,0.5700000000000001,3,0
h7,['h6h7'],w,582.6,1045,0.0,9.0,1.3999999999999773,8/7P/1p4R1/r7/2Pb4/1K5k/P7/8 b - - 0 60,Game0529-5,0.46,0,-1
Ra8,['a5a8'],b,465.8,1049,6.66,8.0,3.5,r7/7P/1p4R1/8/2Pb4/1K5k/P7/8 w - - 1 61,Game0529-5,6.66,2,-4
Rh6+,['g6h6'],w,584.3,1051,0.69,10.0,1.6999999999999318,r7/7P/1p5R/8/2Pb4/1K5k/P7/8 b - - 2 61,Game0529-5,5.970000000000001,0,-1
Kg4,['h3g4'],b,469.5,1054,1.11,7.0,3.6999999999999886,r7/7P/1p5R/8/2Pb2k1/1K6/P7/8 w - - 3 62,Game0529-5,0.42000000000000015,0,-6
h8=Q,['h7h8q'],w,588.2,1058,0.19,11.0,3.900000000000091,r6Q/8/1p5R/8/2Pb2k1/1K6/P7/8 b - - 0 62,Game0529-5,0.9200000000000002,2,0
Rxh8,['a8h8'],b,472.8,1061,0.54,8.0,3.3000000000000114,7r/8/1p5R/8/2Pb2k1/1K6/P7/8 w - - 0 63,Game0529-5,0.35000000000000003,0,-2
Rxb6,['h6b6'],w,589.4,1063,-9.1,10.0,1.1999999999999318,7r/8/1R6/8/2Pb2k1/1K6/P7/8 b - - 0 63,Game0529-5,9.64,0,-6
Bxb6,['d4b6'],b,476.4,1066,-8.47,8.0,3.599999999999966,7r/8/1b6/8/2P3k1/1K6/P7/8 w - - 0 64,Game0529-5,0.629999999999999,0,-2
Kb4,['b3b4'],w,590.7,1068,-8.67,15.0,1.3000000000000682,7r/8/1b6/8/1KP3k1/8/P7/8 b - - 1 64,Game0529-5,0.1999999999999993,0,-9
Rb8,['h8b8'],b,479.0,1070,-8.31,10.0,2.6000000000000227,1r6/8/1b6/8/1KP3k1/8/P7/8 w - - 2 65,Game0529-5,0.35999999999999943,3,0
Kc3,['b4c3'],w,594.6,1074,-10.54,21.0,3.8999999999999773,1r6/8/1b6/8/2P3k1/2K5/P7/8 b - - 3 65,Game0529-5,2.2299999999999986,0,-3
Bc5,['b6c5'],b,480.5,1076,-11.03,8.0,1.5,1r6/8/8/2b5/2P3k1/2K5/P7/8 w - - 4 66,Game0529-5,0.4900000000000002,1,-1
a4,['a2a4'],w,596.3,1077,-11.46,24.0,1.6999999999999318,1r6/8/8/2b5/P1P3k1/2K5/8/8 b - - 0 66,Game0529-5,0.4300000000000015,1,0
Kf4,['g4f4'],b,482.6,1079,-12.27,9.0,2.1000000000000227,1r6/8/8/2b5/P1P2k2/2K5/8/8 w - - 1 67,Game0529-5,0.8099999999999987,2,0
a5,['a4a5'],w,597.6,1081,-11.14,24.0,1.3000000000000682,1r6/8/8/P1b5/2P2k2/2K5/8/8 b - - 0 67,Game0529-5,1.129999999999999,1,0
Ra8,['b8a8'],b,484.7,1083,#-14,8.0,2.099999999999966,r7/8/8/P1b5/2P2k2/2K5/8/8 w - - 1 68,Game0529-5,8.86,0,0
a6,['a5a6'],w,599.5,1085,#-12,23.0,1.8999999999999773,r7/8/P7/2b5/2P2k2/2K5/8/8 b - - 0 68,Game0529-5,0,0,0
Rxa6,['a8a6'],b,485.7,1086,-16.01,nan,1.0,8/8/r7/2b5/2P2k2/2K5/8/8 w - - 0 69,Game0529-5,3.9899999999999984,-5,5
e4,['e2e4'],w,0.0,0,0.38,-3.0,0.0,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Game0813-2,0.38,0,-4
e5,['e7e5'],b,0.1,1,0.55,2.0,0.1,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0813-2,0.17000000000000004,2,0
Nf3,['g1f3'],w,1.9,2,0.52,-2.0,1.9,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Game0813-2,0.030000000000000027,0,-6
Nf6,['g8f6'],b,4.9,7,0.93,0.0,4.800000000000001,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Game0813-2,0.41000000000000003,2,0
Nc3,['b1c3'],w,2.5,8,0.09,3.0,0.6000000000000001,rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,Game0813-2,0.8400000000000001,6,-1
Nc6,['b8c6'],b,6.8,10,0.19,-1.0,1.8999999999999995,r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,Game0813-2,0.1,1,0
d4,['d2d4'],w,7.3,15,0.03,-3.0,4.8,r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,Game0813-2,0.16,1,0
d6,['d7d6'],b,10.3,18,0.82,-3.0,3.500000000000001,r1bqkb1r/ppp2ppp/2np1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,Game0813-2,0.7899999999999999,3,0
Be3,['c1e3'],w,14.3,25,0.47,-7.0,7.000000000000001,r1bqkb1r/ppp2ppp/2np1n2/4p3/3PP3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 1 5,Game0813-2,0.35,4,0
Qe7,['d8e7'],b,18.9,34,1.17,-11.0,8.599999999999998,r1b1kb1r/ppp1qppp/2np1n2/4p3/3PP3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 2 6,Game0813-2,0.7,2,0
dxe5,['d4e5'],w,17.6,37,0.98,-9.0,3.3000000000000007,r1b1kb1r/ppp1qppp/2np1n2/4P3/4P3/2N1BN2/PPP2PPP/R2QKB1R b KQkq - 0 6,Game0813-2,0.18999999999999995,1,0
dxe5,['d6e5'],b,21.1,39,1.07,-13.0,2.200000000000003,r1b1kb1r/ppp1qppp/2n2n2/4p3/4P3/2N1BN2/PPP2PPP/R2QKB1R w KQkq - 0 7,Game0813-2,0.09000000000000008,2,0
Bb5,['f1b5'],w,31.5,53,1.19,-10.0,13.899999999999999,r1b1kb1r/ppp1qppp/2n2n2/1B2p3/4P3/2N1BN2/PPP2PPP/R2QK2R b KQkq - 1 7,Game0813-2,0.11999999999999988,1,-1
Bd7,['c8d7'],b,34.1,66,1.23,-11.0,13.0,r3kb1r/pppbqppp/2n2n2/1B2p3/4P3/2N1BN2/PPP2PPP/R2QK2R w KQkq - 2 8,Game0813-2,0.040000000000000036,2,0
Nd5,['c3d5'],w,68.0,103,-0.47,-5.0,36.5,r3kb1r/pppbqppp/2n2n2/1B1Np3/4P3/4BN2/PPP2PPP/R2QK2R b KQkq - 3 8,Game0813-2,1.7,1,-1
Qb4+,['e7b4'],b,45.0,113,9.47,-8.0,10.899999999999999,r3kb1r/pppb1ppp/2n2n2/1B1Np3/1q2P3/4BN2/PPP2PPP/R2QK2R w KQkq - 4 9,Game0813-2,9.940000000000001,2,0
Nxb4,['d5b4'],w,72.7,118,9.61,-3.0,4.700000000000003,r3kb1r/pppb1ppp/2n2n2/1B2p3/1N2P3/4BN2/PPP2PPP/R2QK2R b KQkq - 0 9,Game0813-2,0.1399999999999988,5,0
Nxb4,['c6b4'],b,48.4,122,9.54,-11.0,3.3999999999999986,r3kb1r/pppb1ppp/5n2/1B2p3/1n2P3/4BN2/PPP2PPP/R2QK2R w KQkq - 0 10,Game0813-2,0.07000000000000028,3,0
Bxd7+,['b5d7'],w,81.4,130,9.42,-7.0,8.700000000000003,r3kb1r/pppB1ppp/5n2/4p3/1n2P3/4BN2/PPP2PPP/R2QK2R b KQkq - 0 10,Game0813-2,0.11999999999999922,1,-9
Nxd7,['f6d7'],b,52.8,135,9.72,-15.0,4.399999999999999,r3kb1r/pppn1ppp/8/4p3/1n2P3/4BN2/PPP2PPP/R2QK2R w KQkq - 0 11,Game0813-2,0.3000000000000007,1,0
c3,['c2c3'],w,109.3,163,9.41,-14.0,27.89999999999999,r3kb1r/pppn1ppp/8/4p3/1n2P3/2P1BN2/PP3PPP/R2QK2R b KQkq - 0 11,Game0813-2,0.3100000000000005,1,-1
Nc6,['b4c6'],b,65.6,175,9.73,-10.0,12.799999999999997,r3kb1r/pppn1ppp/2n5/4p3/4P3/2P1BN2/PP3PPP/R2QK2R w KQkq - 1 12,Game0813-2,0.3200000000000003,0,-1
Qd5,['d1d5'],w,127.3,193,9.16,-5.0,18.0,r3kb1r/pppn1ppp/2n5/3Qp3/4P3/2P1BN2/PP3PPP/R3K2R b KQkq - 2 12,Game0813-2,0.5700000000000003,4,0
f6,['f7f6'],b,69.1,197,10.11,-3.0,3.5,r3kb1r/pppn2pp/2n2p2/3Qp3/4P3/2P1BN2/PP3PPP/R3K2R w KQkq - 0 13,Game0813-2,0.9499999999999993,1,0
Rd1,['a1d1'],w,143.6,213,9.16,-11.0,16.299999999999997,r3kb1r/pppn2pp/2n2p2/3Qp3/4P3/2P1BN2/PP3PPP/3RK2R b Kkq - 1 13,Game0813-2,0.9499999999999993,2,0
O-O-O,['e8c8'],b,71.5,216,8.9,-6.0,2.4000000000000057,2kr1b1r/pppn2pp/2n2p2/3Qp3/4P3/2P1BN2/PP3PPP/3RK2R w K - 2 14,Game0813-2,0.2599999999999998,2,0
O-O,['e1g1'],w,163.6,236,9.66,-12.0,20.0,2kr1b1r/pppn2pp/2n2p2/3Qp3/4P3/2P1BN2/PP3PPP/3R1RK1 b - - 3 14,Game0813-2,0.7599999999999998,0,-3
g5,['g7g5'],b,75.7,240,9.67,-11.0,4.200000000000003,2kr1b1r/pppn3p/2n2p2/3Qp1p1/4P3/2P1BN2/PP3PPP/3R1RK1 w - - 0 15,Game0813-2,0.009999999999999787,0,0
Qe6,['d5e6'],w,182.1,258,9.13,-8.0,18.5,2kr1b1r/pppn3p/2n1Qp2/4p1p1/4P3/2P1BN2/PP3PPP/3R1RK1 b - - 1 15,Game0813-2,0.5399999999999991,0,-1
Bg7,['f8g7'],b,83.3,266,10.16,-10.0,7.599999999999994,2kr3r/pppn2bp/2n1Qp2/4p1p1/4P3/2P1BN2/PP3PPP/3R1RK1 w - - 2 16,Game0813-2,1.0299999999999994,0,0
Bxa7,['e3a7'],w,206.9,291,8.62,-6.0,24.80000000000001,2kr3r/Bppn2bp/2n1Qp2/4p1p1/4P3/2P2N2/PP3PPP/3R1RK1 b - - 0 16,Game0813-2,1.540000000000001,0,-6
Rhe8,['h8e8'],b,102.1,309,8.97,-14.0,18.799999999999997,2krr3/Bppn2bp/2n1Qp2/4p1p1/4P3/2P2N2/PP3PPP/3R1RK1 w - - 1 17,Game0813-2,0.3500000000000014,1,0
Qd5,['e6d5'],w,233.3,336,7.93,-10.0,26.400000000000006,2krr3/Bppn2bp/2n2p2/3Qp1p1/4P3/2P2N2/PP3PPP/3R1RK1 b - - 2 17,Game0813-2,1.040000000000001,0,-1
Nxa7,['c6a7'],b,106.0,340,8.29,-10.0,3.9000000000000057,2krr3/nppn2bp/5p2/3Qp1p1/4P3/2P2N2/PP3PPP/3R1RK1 w - - 0 18,Game0813-2,0.35999999999999943,3,0
b4,['b2b4'],w,257.7,364,8.06,-8.0,24.399999999999977,2krr3/nppn2bp/5p2/3Qp1p1/1P2P3/2P2N2/P4PPP/3R1RK1 b - - 0 18,Game0813-2,0.22999999999999865,0,-2
Nc6,['a7c6'],b,114.0,372,8.66,-7.0,8.0,2krr3/1ppn2bp/2n2p2/3Qp1p1/1P2P3/2P2N2/P4PPP/3R1RK1 w - - 1 19,Game0813-2,0.5999999999999996,0,-4
b5,['b4b5'],w,285.6,400,7.95,-1.0,27.900000000000034,2krr3/1ppn2bp/2n2p2/1P1Qp1p1/4P3/2P2N2/P4PPP/3R1RK1 b - - 0 19,Game0813-2,0.71,1,0
Ncb8,['c6b8'],b,115.5,402,7.69,-11.0,1.5,1nkrr3/1ppn2bp/5p2/1P1Qp1p1/4P3/2P2N2/P4PPP/3R1RK1 w - - 1 20,Game0813-2,0.2599999999999998,2,0
g4,['g2g4'],w,316.0,432,7.06,-2.0,30.399999999999977,1nkrr3/1ppn2bp/5p2/1P1Qp1p1/4P1P1/2P2N2/P4P1P/3R1RK1 b - - 0 20,Game0813-2,0.6300000000000008,1,-2
Bf8,['g7f8'],b,117.1,434,6.91,-11.0,1.5999999999999943,1nkrrb2/1ppn3p/5p2/1P1Qp1p1/4P1P1/2P2N2/P4P1P/3R1RK1 w - - 1 21,Game0813-2,0.14999999999999947,0,-1
Qc4,['d5c4'],w,330.4,448,6.34,0.0,14.399999999999977,1nkrrb2/1ppn3p/5p2/1P2p1p1/2Q1P1P1/2P2N2/P4P1P/3R1RK1 b - - 2 21,Game0813-2,0.5700000000000003,4,-2
h6,['h7h6'],b,125.2,456,6.89,-8.0,8.100000000000009,1nkrrb2/1ppn4/5p1p/1P2p1p1/2Q1P1P1/2P2N2/P4P1P/3R1RK1 w - - 0 22,Game0813-2,0.5499999999999998,0,-2
h4,['h2h4'],w,337.4,463,7.02,-3.0,7.0,1nkrrb2/1ppn4/5p1p/1P2p1p1/2Q1P1PP/2P2N2/P4P2/3R1RK1 b - - 0 22,Game0813-2,0.1299999999999999,4,0
gxh4,['g5h4'],b,127.6,465,8.06,-6.0,2.3999999999999915,1nkrrb2/1ppn4/5p1p/1P2p3/2Q1P1Pp/2P2N2/P4P2/3R1RK1 w - - 0 23,Game0813-2,1.040000000000001,3,0
Nxh4,['f3h4'],w,338.1,466,8.07,-6.0,0.7000000000000455,1nkrrb2/1ppn4/5p1p/1P2p3/2Q1P1PN/2P5/P4P2/3R1RK1 b - - 0 23,Game0813-2,0.009999999999999787,1,-1
Bc5,['f8c5'],b,138.0,477,7.25,-10.0,10.400000000000006,1nkrr3/1ppn4/5p1p/1Pb1p3/2Q1P1PN/2P5/P4P2/3R1RK1 w - - 1 24,Game0813-2,0.8200000000000003,1,0
Nf5,['h4f5'],w,359.5,498,7.87,0.0,21.399999999999977,1nkrr3/1ppn4/5p1p/1Pb1pN2/2Q1P1P1/2P5/P4P2/3R1RK1 b - - 2 24,Game0813-2,0.6200000000000001,3,0
Rg8,['e8g8'],b,140.9,501,7.85,-11.0,2.9000000000000057,1nkr2r1/1ppn4/5p1p/1Pb1pN2/2Q1P1P1/2P5/P4P2/3R1RK1 w - - 3 25,Game0813-2,0.020000000000000462,0,0
Nxh6,['f5h6'],w,382.3,524,2.39,1.0,22.80000000000001,1nkr2r1/1ppn4/5p1N/1Pb1p3/2Q1P1P1/2P5/P4P2/3R1RK1 b - - 0 25,Game0813-2,5.459999999999999,0,-4
Rxg4+,['g8g4'],b,145.3,528,11.44,-10.0,4.400000000000006,1nkr4/1ppn4/5p1N/1Pb1p3/2Q1P1r1/2P5/P4P2/3R1RK1 w - - 0 26,Game0813-2,9.049999999999999,0,0
Nxg4,['h6g4'],w,383.9,530,11.65,4.0,1.599999999999966,1nkr4/1ppn4/5p2/1Pb1p3/2Q1P1N1/2P5/P4P2/3R1RK1 b - - 0 26,Game0813-2,0.21000000000000085,4,-2
Nb6,['d7b6'],b,151.3,536,15.85,-10.0,6.0,1nkr4/1pp5/1n3p2/1Pb1p3/2Q1P1N1/2P5/P4P2/3R1RK1 w - - 1 27,Game0813-2,4.199999999999999,0,-1
Qe6+,['c4e6'],w,392.9,545,10.18,2.0,9.0,1nkr4/1pp5/1n2Qp2/1Pb1p3/4P1N1/2P5/P4P2/3R1RK1 b - - 2 27,Game0813-2,5.67,3,0
Rd7,['d8d7'],b,155.5,549,#+2,-9.0,4.199999999999989,1nk5/1ppr4/1n2Qp2/1Pb1p3/4P1N1/2P5/P4P2/3R1RK1 w - - 3 28,Game0813-2,9.82,1,0
Nxf6,['g4f6'],w,404.5,560,14.2,10.0,11.600000000000023,1nk5/1ppr4/1n2QN2/1Pb1p3/4P3/2P5/P4P2/3R1RK1 b - - 0 28,Game0813-2,4.02,14,0
Bxf2+,['c5f2'],b,162.5,567,#+7,-12.0,7.0,1nk5/1ppr4/1n2QN2/1P2p3/4P3/2P5/P4b2/3R1RK1 w - - 0 29,Game0813-2,5.800000000000001,0,-2
Rxf2,['f1f2'],w,408.6,572,#+5,-11.0,4.100000000000023,1nk5/1ppr4/1n2QN2/1P2p3/4P3/2P5/P4R2/3R2K1 b - - 0 29,Game0813-2,5.800000000000001,1,-4
c6,['c7c6'],b,181.0,590,#+4,-11.0,18.5,1nk5/1p1r4/1np1QN2/1P2p3/4P3/2P5/P4R2/3R2K1 w - - 0 30,Game0813-2,0,4,0
Nxd7,['f6d7'],w,443.5,625,#+3,-6.0,34.89999999999998,1nk5/1p1N4/1np1Q3/1P2p3/4P3/2P5/P4R2/3R2K1 b - - 0 30,Game0813-2,0,7,0
N8xd7,['b8d7'],b,187.1,631,#+2,-12.0,6.099999999999994,2k5/1p1n4/1np1Q3/1P2p3/4P3/2P5/P4R2/3R2K1 w - - 0 31,Game0813-2,0,0,0
Rf8+,['f2f8'],w,451.6,639,#+1,-14.0,8.100000000000023,2k2R2/1p1n4/1np1Q3/1P2p3/4P3/2P5/P7/3R2K1 b - - 1 31,Game0813-2,0,0,-2
Kc7,['c8c7'],b,189.2,641,#+1,-12.0,2.0999999999999943,5R2/1pkn4/1np1Q3/1P2p3/4P3/2P5/P7/3R2K1 w - - 2 32,Game0813-2,0,1,0
Qf7,['e6f7'],w,477.4,667,17.61,-10.0,25.799999999999955,5R2/1pkn1Q2/1np5/1P2p3/4P3/2P5/P7/3R2K1 b - - 3 32,Game0813-2,2.3900000000000006,1,-2
cxb5,['c6b5'],b,192.8,671,#+4,-8.0,3.6000000000000227,5R2/1pkn1Q2/1n6/1p2p3/4P3/2P5/P7/3R2K1 w - - 0 33,Game0813-2,2.3900000000000006,0,-10
Rxd7+,['d1d7'],w,479.4,673,#+6,-9.0,2.0,5R2/1pkR1Q2/1n6/1p2p3/4P3/2P5/P7/6K1 b - - 0 33,Game0813-2,2.3900000000000006,0,-6
Nxd7,['b6d7'],b,195.2,675,#+6,-1.0,2.3999999999999773,5R2/1pkn1Q2/8/1p2p3/4P3/2P5/P7/6K1 w - - 0 34,Game0813-2,0,0,-3
Qf5,['f7f5'],w,487.8,683,12.42,-7.0,8.400000000000034,5R2/1pkn4/8/1p2pQ2/4P3/2P5/P7/6K1 b - - 1 34,Game0813-2,7.58,1,0
Nxf8,['d7f8'],b,202.8,691,11.71,-4.0,7.600000000000023,5n2/1pk5/8/1p2pQ2/4P3/2P5/P7/6K1 w - - 0 35,Game0813-2,0.7099999999999991,2,0
Qxf8,['f5f8'],w,491.5,695,13.09,-11.0,3.6999999999999886,5Q2/1pk5/8/1p2p3/4P3/2P5/P7/6K1 b - - 0 35,Game0813-2,1.379999999999999,0,-2
Kc6,['c7c6'],b,207.7,700,14.52,-7.0,4.899999999999977,5Q2/1p6/2k5/1p2p3/4P3/2P5/P7/6K1 w - - 1 36,Game0813-2,1.4299999999999997,3,0
Qc8+,['f8c8'],w,504.7,713,11.8,-4.0,13.199999999999989,2Q5/1p6/2k5/1p2p3/4P3/2P5/P7/6K1 b - - 2 36,Game0813-2,2.719999999999999,0,-3
Kb6,['c6b6'],b,210.6,716,14.78,-10.0,2.9000000000000057,2Q5/1p6/1k6/1p2p3/4P3/2P5/P7/6K1 w - - 3 37,Game0813-2,2.9799999999999986,0,-1
a3,['a2a3'],w,512.9,724,19.09,-7.0,8.199999999999989,2Q5/1p6/1k6/1p2p3/4P3/P1P5/8/6K1 b - - 0 37,Game0813-2,4.3100000000000005,0,-3
Ka6,['b6a6'],b,213.7,727,#+22,-8.0,3.0999999999999943,2Q5/1p6/k7/1p2p3/4P3/P1P5/8/6K1 w - - 1 38,Game0813-2,0.9100000000000001,0,-4
Qe8,['c8e8'],w,518.8,733,12.62,-7.0,5.899999999999977,4Q3/1p6/k7/1p2p3/4P3/P1P5/8/6K1 b - - 2 38,Game0813-2,6.470000000000001,4,-2
Kb6,['a6b6'],b,215.3,735,18.75,0.0,1.6000000000000227,4Q3/1p6/1k6/1p2p3/4P3/P1P5/8/6K1 w - - 3 39,Game0813-2,6.130000000000001,0,-6
Qxe5,['e8e5'],w,521.1,737,22.62,-6.0,2.300000000000068,8/1p6/1k6/1p2Q3/4P3/P1P5/8/6K1 b - - 0 39,Game0813-2,3.870000000000001,9,0
Ka6,['b6a6'],b,220.0,742,#+10,6.0,4.699999999999989,8/1p6/k7/1p2Q3/4P3/P1P5/8/6K1 w - - 1 40,Game0813-2,2.620000000000001,0,-1
Qd6+,['e5d6'],w,525.7,746,#+12,-14.0,4.600000000000023,8/1p6/k2Q4/1p6/4P3/P1P5/8/6K1 b - - 2 40,Game0813-2,2.620000000000001,0,-5
Ka7,['a6a7'],b,222.5,749,#+9,7.0,2.5,8/kp6/3Q4/1p6/4P3/P1P5/8/6K1 w - - 3 41,Game0813-2,0,0,-1
e5,['e4e5'],w,527.4,750,58.12,-11.0,1.6999999999999318,8/kp6/3Q4/1p2P3/8/P1P5/8/6K1 b - - 0 41,Game0813-2,20,0,-2
b6,['b7b6'],b,225.0,753,#+5,7.0,2.5,8/k7/1p1Q4/1p2P3/8/P1P5/8/6K1 w - - 0 42,Game0813-2,20,0,-1
e6,['e5e6'],w,529.2,755,#+4,-9.0,1.8000000000000682,8/k7/1p1QP3/1p6/8/P1P5/8/6K1 b - - 0 42,Game0813-2,20,1,0
b4,['b5b4'],b,225.9,756,#+4,8.0,0.9000000000000057,8/k7/1p1QP3/8/1p6/P1P5/8/6K1 w - - 0 43,Game0813-2,0,0,-1
axb4,['a3b4'],w,531.6,758,#+4,-10.0,2.3999999999999773,8/k7/1p1QP3/8/1P6/2P5/8/6K1 b - - 0 43,Game0813-2,0,0,-1
b5,['b6b5'],b,226.6,759,#+3,8.0,0.6999999999999886,8/k7/3QP3/1p6/1P6/2P5/8/6K1 w - - 0 44,Game0813-2,0,0,-2
e7,['e6e7'],w,533.3,760,#+2,-10.0,1.6999999999999318,8/k3P3/3Q4/1p6/1P6/2P5/8/6K1 b - - 0 44,Game0813-2,0,0,-1
Kb7,['a7b7'],b,227.6,761,#+2,9.0,1.0,8/1k2P3/3Q4/1p6/1P6/2P5/8/6K1 w - - 1 45,Game0813-2,0,0,-1
e8=Q,['e7e8q'],w,535.6,764,#+1,-9.0,2.300000000000068,4Q3/1k6/3Q4/1p6/1P6/2P5/8/6K1 b - - 0 45,Game0813-2,0,1,-2
Ka7,['b7a7'],b,229.2,765,#+1,10.0,1.5999999999999943,4Q3/k7/3Q4/1p6/1P6/2P5/8/6K1 w - - 1 46,Game0813-2,0,0,-1
Qee7+,['e8e7'],w,542.5,772,#+1,-7.0,6.899999999999977,8/k3Q3/3Q4/1p6/1P6/2P5/8/6K1 b - - 2 46,Game0813-2,0,3,0
Ka8,['a7a8'],b,232.3,775,#+1,12.0,3.1000000000000227,k7/4Q3/3Q4/1p6/1P6/2P5/8/6K1 w - - 3 47,Game0813-2,0,0,0
Qdd8#,['d6d8'],w,544.0,777,#+0,nan,1.5,k2Q4/4Q3/8/1p6/1P6/2P5/8/6K1 b - - 4 47,Game0813-2,0,0,0
e4,"['e2e4', 'c7c5']",w,0.0,0,0.43,1.0,0.0,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-4,0.43,1,-1
c5,"['e2e4', 'c7c5']",b,0.0,0,0.43,1.0,0.0,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Game0529-4,0.0,1,0
Nf3,['g1f3'],w,5.1,6,0.24,2.0,5.1,rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Game0529-4,0.19,2,0
d6,['d7d6'],b,2.2,8,0.75,1.0,2.2,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,Game0529-4,0.51,0,-3
d4,['d2d4'],w,8.2,11,0.43,0.0,3.0999999999999996,rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,Game0529-4,0.32,0,-1
cxd4,['c5d4'],b,6.5,15,0.55,4.0,4.3,rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,Game0529-4,0.12000000000000005,0,0
